Email_ID,Customer_ID,Segment,Device_Type,Subject_Type,Body_Content_Type,Gender,Location,Previous_Engagement,Opened,TimeStamp_Send,TimeStamp_Open,Clicked,Purchased,Unsubscribed,Delivery_Status,Revenue
13,6950,New Customer,Desktop,Product Highlight,Lucky Draw Promotion,Female,Yangon,36.67,TRUE,2/18/2023 11:27,2/18/2023 9:56,FALSE,FALSE,FALSE,Open,0
14,2434,New Customer,Desktop,Gender Specific Title,Present Offer Promotion,Female,Yangon,24.78,FALSE,8/3/2023 9:23,,FALSE,FALSE,FALSE,Delivered,0
15,5312,New Customer,Desktop,Product Highlight,Limited Time Discount,Male,Mandalay,29.46,FALSE,8/13/2023 5:18,,FALSE,FALSE,FALSE,Delivered,0
16,5052,New Customer,Desktop,Gender Highlight,Lucky Draw Promotion,Female,Mandalay,53.90,FALSE,3/16/2023 16:15,,FALSE,FALSE,FALSE,Delivered,0
17,6421,New Customer,Mobile,Gender Specific Title,Present Offer Promotion,Female,Lashio,22.33,FALSE,1/18/2023 19:06,,FALSE,FALSE,FALSE,Delivered,0
18,1185,New Customer,Tablet,Gender Highlight,Limited Time Discount,Male,Yangon,20.80,FALSE,10/28/2023 5:31,,FALSE,FALSE,FALSE,Delivered,0
19,4556,New Customer,Mobile,Gender Specific Title,Present Offer Promotion,Female,Yangon,33.83,FALSE,1/31/2023 23:42,,FALSE,FALSE,FALSE,Delivered,0
20,3386,VIP,Desktop,Gender Specific Title,Present Offer Promotion,Male,Monywa,29.51,FALSE,3/5/2023 4:02,,FALSE,FALSE,FALSE,Delivered,0
21,6397,Returning Customer,Mobile,Gender Highlight,Limited Time Discount,Male,Yangon,33.27,FALSE,9/30/2023 13:26,,FALSE,FALSE,FALSE,Delivered,0
22,8667,Returning Customer,Mobile,Gender Highlight,Present Offer Promotion,Female,Yangon,25.91,FALSE,8/25/2023 13:30,,FALSE,FALSE,FALSE,Delivered,0
23,9275,New Customer,Desktop,Product Highlight,Present Offer Promotion,Female,Yangon,37.44,FALSE,9/4/2023 14:25,,FALSE,FALSE,FALSE,Delivered,0
24,2559,New Customer,Desktop,Gender Specific Title,Lucky Draw Promotion,Male,Monywa,38.22,FALSE,7/27/2023 10:32,,FALSE,FALSE,FALSE,Delivered,0
25,7850,VIP,Desktop,Gender Highlight,Limited Time Discount,Female,Sagaing,39.12,FALSE,3/5/2023 11:01,,FALSE,FALSE,FALSE,Delivered,0
26,2048,New Customer,Mobile,Gender Highlight,Lucky Draw Promotion,Male,Lashio,24.73,FALSE,5/28/2023 8:46,,FALSE,FALSE,FALSE,Delivered,0
27,2748,VIP,Mobile,Product Highlight,Limited Time Discount,Male,Mandalay,43.87,FALSE,9/6/2023 13:13,,FALSE,FALSE,FALSE,Delivered,0
28,9168,New Customer,Desktop,Product Highlight,Limited Time Discount,Female,Monywa,31.42,FALSE,9/23/2023 21:04,,FALSE,FALSE,FALSE,Delivered,0
29,9999,VIP,Mobile,Gender Highlight,Present Offer Promotion,Female,Yangon,41.86,FALSE,10/26/2023 9:12,,FALSE,FALSE,FALSE,Delivered,0
30,190,New Customer,Desktop,Gender Specific Title,Present Offer Promotion,Female,Pegu,28.19,TRUE,3/30/2023 22:52,3/30/2023 20:31,FALSE,FALSE,FALSE,Open,0
31,2735,New Customer,Mobile,Gender Specific Title,Limited Time Discount,Female,Yangon,35.99,FALSE,6/3/2023 15:33,,FALSE,FALSE,FALSE,Delivered,0
32,3006,Returning Customer,Mobile,Gender Specific Title,Lucky Draw Promotion,Female,Sagaing,24.46,FALSE,2/25/2023 11:39,,FALSE,FALSE,FALSE,Delivered,0
33,4659,Returning Customer,Desktop,Gender Specific Title,Present Offer Promotion,Female,Pegu,30.18,FALSE,4/13/2023 20:51,,FALSE,FALSE,FALSE,Delivered,0
34,1900,New Customer,Desktop,Gender Highlight,Present Offer Promotion,Female,Yangon,36.38,FALSE,5/21/2023 14:03,,FALSE,FALSE,FALSE,Delivered,0
35,7735,VIP,Desktop,Gender Specific Title,Present Offer Promotion,Female,Monywa,36.07,FALSE,3/27/2023 4:13,,FALSE,FALSE,FALSE,Delivered,0
36,1268,New Customer,Mobile,Gender Highlight,Present Offer Promotion,Female,Pegu,36.36,FALSE,2/5/2023 7:20,,FALSE,FALSE,FALSE,Delivered,0
37,1529,New Customer,Desktop,Product Highlight,Lucky Draw Promotion,Female,Mandalay,44.93,FALSE,3/1/2023 8:35,,FALSE,FALSE,FALSE,Delivered,0
38,3557,Returning Customer,Tablet,Gender Highlight,Present Offer Promotion,Female,Monywa,28.57,FALSE,9/1/2023 16:13,,FALSE,FALSE,FALSE,Delivered,0
39,3891,Returning Customer,Desktop,Product Specific Title,Present Offer Promotion,Female,Yangon,40.00,FALSE,8/20/2023 14:56,,FALSE,FALSE,FALSE,Delivered,0
40,8839,VIP,Desktop,Product Highlight,Present Offer Promotion,Female,Monywa,35.49,FALSE,8/20/2023 10:04,,FALSE,FALSE,FALSE,Delivered,0
41,5394,New Customer,Desktop,Gender Specific Title,Present Offer Promotion,Male,Monywa,37.05,FALSE,7/1/2023 18:32,,FALSE,FALSE,FALSE,Delivered,0
42,8793,New Customer,Mobile,Gender Highlight,Present Offer Promotion,Female,Yangon,15.28,TRUE,8/3/2023 20:26,8/3/2023 20:20,FALSE,FALSE,FALSE,Open,0
43,8434,Returning Customer,Mobile,Product Specific Title,Lucky Draw Promotion,Female,Taungoo,35.56,FALSE,9/22/2023 4:42,,FALSE,FALSE,FALSE,Delivered,0
44,7514,New Customer,Desktop,Gender Specific Title,Present Offer Promotion,Female,Mandalay,42.46,FALSE,5/13/2023 2:39,,FALSE,FALSE,FALSE,Delivered,0
45,2613,New Customer,Desktop,Gender Specific Title,Lucky Draw Promotion,Male,Monywa,18.13,FALSE,6/18/2023 20:18,,FALSE,FALSE,FALSE,Spam,0
46,7042,New Customer,Mobile,Gender Specific Title,Present Offer Promotion,Female,Yangon,23.27,FALSE,10/8/2023 10:23,,FALSE,FALSE,FALSE,Delivered,0
47,9556,New Customer,Desktop,Product Specific Title,Limited Time Discount,Male,Yangon,15.06,FALSE,10/7/2023 11:54,,FALSE,FALSE,FALSE,Delivered,0
48,6236,New Customer,Desktop,Gender Specific Title,Present Offer Promotion,Female,Taungoo,31.81,FALSE,7/14/2023 9:48,,FALSE,FALSE,FALSE,Delivered,0
49,5487,New Customer,Mobile,Product Specific Title,Present Offer Promotion,Female,Monywa,51.99,FALSE,7/17/2023 3:56,,FALSE,FALSE,FALSE,Delivered,0
50,7100,Returning Customer,Mobile,Product Specific Title,Present Offer Promotion,Female,Yangon,13.96,FALSE,3/19/2023 5:59,,FALSE,FALSE,FALSE,Delivered,0
51,9671,Returning Customer,Desktop,Gender Highlight,Lucky Draw Promotion,Male,Mandalay,9.56,FALSE,3/4/2023 17:44,,FALSE,FALSE,FALSE,Delivered,0
52,776,New Customer,Mobile,Product Highlight,Present Offer Promotion,Female,Yangon,28.73,FALSE,8/21/2023 14:34,,FALSE,FALSE,FALSE,Delivered,0
53,8227,New Customer,Mobile,Gender Highlight,Lucky Draw Promotion,Male,Pegu,23.90,FALSE,5/6/2023 21:21,,FALSE,FALSE,FALSE,Delivered,0
54,3153,New Customer,Desktop,Product Specific Title,Present Offer Promotion,Male,Yangon,43.71,TRUE,4/3/2023 23:51,4/3/2023 21:18,FALSE,FALSE,FALSE,Open,0
55,1586,New Customer,Desktop,Gender Highlight,Lucky Draw Promotion,Male,Yangon,19.38,TRUE,1/23/2023 11:54,1/23/2023 22:44,TRUE,FALSE,FALSE,Open,0
56,3944,Returning Customer,Mobile,Gender Highlight,Present Offer Promotion,Female,Yangon,28.67,FALSE,8/9/2023 8:08,,FALSE,FALSE,FALSE,Delivered,0
57,7556,VIP,Desktop,Product Highlight,Present Offer Promotion,Female,Yangon,22.63,FALSE,2/18/2023 20:10,,FALSE,FALSE,FALSE,Delivered,0
58,3074,Returning Customer,Mobile,Gender Highlight,Present Offer Promotion,Male,Yangon,34.15,FALSE,2/19/2023 20:41,,FALSE,FALSE,FALSE,Delivered,0
59,1022,Returning Customer,Mobile,Gender Highlight,Lucky Draw Promotion,Male,Lashio,33.03,FALSE,8/2/2023 12:32,,FALSE,FALSE,FALSE,Delivered,0
60,3844,New Customer,Desktop,Product Specific Title,Lucky Draw Promotion,Female,Taungoo,22.91,FALSE,7/29/2023 10:36,,FALSE,FALSE,FALSE,Delivered,0
61,7990,New Customer,Desktop,Gender Highlight,Limited Time Discount,Female,Sagaing,41.40,FALSE,10/4/2023 21:09,,FALSE,FALSE,FALSE,Delivered,0
62,9693,VIP,Mobile,Gender Highlight,Present Offer Promotion,Female,Yangon,37.19,FALSE,9/10/2023 9:18,,FALSE,FALSE,FALSE,Delivered,0
63,6874,VIP,Mobile,Gender Highlight,Lucky Draw Promotion,Female,Yangon,29.71,FALSE,6/25/2023 8:09,,FALSE,FALSE,FALSE,Delivered,0
64,5676,New Customer,Desktop,Product Highlight,Limited Time Discount,Male,Yangon,35.55,FALSE,2/16/2023 23:50,,FALSE,FALSE,FALSE,Delivered,0
65,162,New Customer,Desktop,Gender Highlight,Lucky Draw Promotion,Male,Pegu,30.81,TRUE,3/29/2023 6:19,3/29/2023 19:15,FALSE,FALSE,FALSE,Open,0
66,4298,Returning Customer,Mobile,Product Highlight,Present Offer Promotion,Female,Yangon,21.00,FALSE,5/12/2023 7:11,,FALSE,FALSE,FALSE,Delivered,0
67,996,New Customer,Mobile,Gender Highlight,Limited Time Discount,Female,Yangon,23.41,FALSE,8/17/2023 11:26,,FALSE,FALSE,FALSE,Delivered,0
68,7630,Returning Customer,Mobile,Gender Highlight,Present Offer Promotion,Male,Yangon,39.77,FALSE,8/17/2023 12:39,,FALSE,FALSE,FALSE,Delivered,0
69,9468,VIP,Mobile,Product Highlight,Present Offer Promotion,Male,Yangon,42.03,TRUE,1/3/2023 19:01,1/3/2023 12:45,FALSE,FALSE,FALSE,Open,0
70,1017,New Customer,Mobile,Product Specific Title,Lucky Draw Promotion,Female,Yangon,27.22,TRUE,10/2/2023 21:33,10/2/2023 21:37,FALSE,FALSE,FALSE,Open,0
71,7870,VIP,Mobile,Gender Highlight,Limited Time Discount,Female,Yangon,32.47,FALSE,3/30/2023 21:53,,FALSE,FALSE,FALSE,Delivered,0
72,6440,VIP,Mobile,Product Specific Title,Present Offer Promotion,Male,Mandalay,26.48,FALSE,1/28/2023 12:26,,FALSE,FALSE,FALSE,Delivered,0
73,7893,VIP,Mobile,Product Specific Title,Lucky Draw Promotion,Female,Yangon,30.84,FALSE,7/19/2023 16:16,,FALSE,FALSE,FALSE,Delivered,0
74,6864,New Customer,Mobile,Gender Highlight,Lucky Draw Promotion,Female,Yangon,29.68,FALSE,3/25/2023 4:49,,FALSE,FALSE,FALSE,Delivered,0
75,7917,New Customer,Mobile,Gender Highlight,Present Offer Promotion,Male,Mandalay,35.38,TRUE,8/10/2023 18:30,8/10/2023 20:06,FALSE,FALSE,FALSE,Open,0
76,8530,Returning Customer,Desktop,Product Specific Title,Lucky Draw Promotion,Male,Pegu,26.37,FALSE,8/12/2023 18:40,,FALSE,FALSE,FALSE,Delivered,0
77,879,New Customer,Mobile,Gender Highlight,Limited Time Discount,Female,Yangon,33.52,FALSE,6/17/2023 9:41,,FALSE,FALSE,FALSE,Delivered,0
78,9269,New Customer,Desktop,Product Highlight,Present Offer Promotion,Female,Yangon,28.90,FALSE,7/1/2023 8:59,,FALSE,FALSE,FALSE,Delivered,0
79,4888,New Customer,Desktop,Product Specific Title,Present Offer Promotion,Female,Yangon,11.34,FALSE,10/11/2023 3:28,,FALSE,FALSE,FALSE,Delivered,0
80,4860,Returning Customer,Mobile,Product Specific Title,Present Offer Promotion,Male,Mandalay,19.80,FALSE,9/19/2023 12:12,,FALSE,FALSE,FALSE,Delivered,0
81,6332,New Customer,Mobile,Gender Highlight,Present Offer Promotion,Male,Yangon,30.78,FALSE,2/12/2023 10:27,,FALSE,FALSE,FALSE,Delivered,0
82,8572,New Customer,Desktop,Gender Specific Title,Present Offer Promotion,Female,Yangon,48.43,FALSE,4/7/2023 13:38,,FALSE,FALSE,FALSE,Delivered,0
83,8685,New Customer,Mobile,Product Specific Title,Present Offer Promotion,Male,Yangon,28.14,TRUE,4/8/2023 0:21,4/8/2023 22:40,TRUE,FALSE,FALSE,Open,0
84,7209,Returning Customer,Mobile,Gender Highlight,Limited Time Discount,Female,Yangon,20.75,FALSE,7/29/2023 22:38,,FALSE,FALSE,FALSE,Delivered,0
85,5277,Returning Customer,Desktop,Gender Specific Title,Present Offer Promotion,Female,Taungoo,21.10,FALSE,1/6/2023 17:33,,FALSE,FALSE,FALSE,Delivered,0
86,2063,New Customer,Mobile,Gender Specific Title,Present Offer Promotion,Female,Monywa,41.48,TRUE,10/20/2023 15:44,10/20/2023 13:58,FALSE,FALSE,FALSE,Open,0
87,65,VIP,Desktop,Gender Specific Title,Lucky Draw Promotion,Male,Monywa,41.03,FALSE,7/8/2023 14:30,,FALSE,FALSE,FALSE,Delivered,0
88,8007,New Customer,Desktop,Gender Specific Title,Lucky Draw Promotion,Female,Monywa,30.42,FALSE,7/6/2023 22:35,,FALSE,FALSE,FALSE,Deferred,0
89,2569,Returning Customer,Mobile,Product Highlight,Present Offer Promotion,Female,Mandalay,42.58,FALSE,6/5/2023 17:57,,FALSE,FALSE,FALSE,Delivered,0
90,5464,Returning Customer,Mobile,Product Highlight,Present Offer Promotion,Male,Taungoo,31.08,FALSE,3/5/2023 22:31,,FALSE,FALSE,FALSE,Delivered,0
91,2028,Returning Customer,Mobile,Gender Highlight,Present Offer Promotion,Male,Yangon,27.20,FALSE,1/1/2023 20:05,,FALSE,FALSE,FALSE,Delivered,0
92,2696,New Customer,Tablet,Gender Specific Title,Lucky Draw Promotion,Male,Taungoo,27.99,FALSE,10/7/2023 0:03,,FALSE,FALSE,FALSE,Delivered,0
93,9688,VIP,Mobile,Gender Highlight,Limited Time Discount,Male,Monywa,12.90,TRUE,3/15/2023 17:58,3/15/2023 14:39,TRUE,FALSE,FALSE,Open,0
94,5259,VIP,Mobile,Gender Highlight,Present Offer Promotion,Female,Mandalay,27.26,TRUE,4/26/2023 5:31,4/26/2023 20:37,FALSE,FALSE,FALSE,Open,0
95,5619,Returning Customer,Mobile,Gender Highlight,Present Offer Promotion,Female,Monywa,23.02,FALSE,1/23/2023 17:06,,FALSE,FALSE,FALSE,Delivered,0
96,6737,New Customer,Mobile,Gender Specific Title,Present Offer Promotion,Female,Pegu,19.27,FALSE,7/15/2023 6:54,,FALSE,FALSE,FALSE,Delivered,0
97,392,New Customer,Mobile,Gender Specific Title,Lucky Draw Promotion,Female,Taungoo,29.68,FALSE,7/26/2023 6:27,,FALSE,FALSE,FALSE,Delivered,0
98,5893,Returning Customer,Mobile,Gender Highlight,Limited Time Discount,Female,Monywa,29.78,FALSE,1/23/2023 2:09,,FALSE,FALSE,FALSE,Delivered,0
99,3562,New Customer,Mobile,Gender Highlight,Present Offer Promotion,Male,Monywa,23.82,FALSE,3/14/2023 4:00,,FALSE,FALSE,FALSE,Delivered,0
100,6185,Returning Customer,Tablet,Gender Highlight,Present Offer Promotion,Female,Taungoo,28.62,FALSE,9/20/2023 5:26,,FALSE,FALSE,FALSE,Delivered,0
101,3100,New Customer,Desktop,Gender Highlight,Limited Time Discount,Male,Mandalay,24.93,FALSE,4/2/2023 8:15,,FALSE,FALSE,FALSE,Delivered,0
102,6279,Returning Customer,Desktop,Product Specific Title,Present Offer Promotion,Female,Sagaing,33.45,FALSE,2/16/2023 13:25,,FALSE,FALSE,FALSE,Delivered,0
103,8393,New Customer,Mobile,Gender Specific Title,Present Offer Promotion,Female,Mandalay,38.47,FALSE,8/29/2023 13:03,,FALSE,FALSE,FALSE,Delivered,0
104,3105,New Customer,Mobile,Gender Specific Title,Lucky Draw Promotion,Male,Pegu,31.78,FALSE,7/23/2023 0:41,,FALSE,FALSE,FALSE,Delivered,0
105,7216,New Customer,Desktop,Gender Highlight,Present Offer Promotion,Female,Mandalay,27.91,FALSE,6/3/2023 16:59,,FALSE,FALSE,FALSE,Delivered,0
106,2455,New Customer,Mobile,Gender Highlight,Limited Time Discount,Female,Yangon,42.31,TRUE,1/29/2023 4:09,1/29/2023 18:45,TRUE,FALSE,FALSE,Open,0
107,8997,Returning Customer,Mobile,Gender Highlight,Limited Time Discount,Female,Yangon,28.79,FALSE,1/29/2023 10:50,,FALSE,FALSE,FALSE,Delivered,0
108,2732,Returning Customer,Mobile,Product Highlight,Lucky Draw Promotion,Female,Yangon,21.98,FALSE,7/28/2023 19:06,,FALSE,FALSE,FALSE,Delivered,0
109,8155,Returning Customer,Mobile,Product Highlight,Present Offer Promotion,Female,Yangon,17.33,FALSE,7/16/2023 11:11,,FALSE,FALSE,FALSE,Delivered,0
110,9763,Returning Customer,Mobile,Gender Highlight,Limited Time Discount,Male,Mandalay,58.66,TRUE,7/30/2023 23:09,7/30/2023 22:10,TRUE,TRUE,FALSE,Open,110.12
111,5057,Returning Customer,Mobile,Gender Highlight,Present Offer Promotion,Female,Monywa,39.89,FALSE,10/1/2023 5:28,,FALSE,FALSE,FALSE,Delivered,0
112,8111,New Customer,Mobile,Product Specific Title,Limited Time Discount,Female,Sagaing,37.99,FALSE,8/4/2023 9:16,,FALSE,FALSE,FALSE,Delivered,0
113,3841,New Customer,Desktop,Gender Specific Title,Lucky Draw Promotion,Female,Yangon,32.54,FALSE,4/27/2023 6:24,,FALSE,FALSE,FALSE,Delivered,0
114,1029,New Customer,Mobile,Gender Highlight,Limited Time Discount,Female,Mandalay,33.01,TRUE,2/11/2023 13:38,2/11/2023 20:16,FALSE,FALSE,FALSE,Open,0
115,7386,Returning Customer,Desktop,Gender Specific Title,Limited Time Discount,Female,Monywa,21.75,FALSE,10/16/2023 7:49,,FALSE,FALSE,FALSE,Delivered,0
116,503,New Customer,Desktop,Product Highlight,Present Offer Promotion,Female,Mandalay,45.12,FALSE,4/16/2023 18:28,,FALSE,FALSE,FALSE,Delivered,0
117,6911,New Customer,Desktop,Gender Highlight,Present Offer Promotion,Male,Yangon,38.71,FALSE,8/23/2023 21:25,,FALSE,FALSE,FALSE,Delivered,0
118,9063,Returning Customer,Tablet,Product Specific Title,Present Offer Promotion,Female,Monywa,16.96,FALSE,9/24/2023 23:56,,FALSE,FALSE,FALSE,Delivered,0
119,6939,VIP,Mobile,Gender Highlight,Present Offer Promotion,Female,Yangon,17.28,TRUE,7/16/2023 6:45,7/16/2023 20:38,FALSE,FALSE,FALSE,Open,0
120,4489,Returning Customer,Desktop,Product Specific Title,Present Offer Promotion,Female,Yangon,13.89,FALSE,7/9/2023 17:26,,FALSE,FALSE,FALSE,Delivered,0
121,207,Returning Customer,Desktop,Gender Specific Title,Present Offer Promotion,Female,Mandalay,24.53,FALSE,1/20/2023 17:28,,FALSE,FALSE,FALSE,Delivered,0
122,5135,Returning Customer,Mobile,Product Highlight,Present Offer Promotion,Male,Monywa,23.86,FALSE,3/4/2023 18:03,,FALSE,FALSE,FALSE,Delivered,0
123,5978,New Customer,Mobile,Product Specific Title,Limited Time Discount,Female,Mandalay,25.60,FALSE,10/15/2023 20:46,,FALSE,FALSE,FALSE,Delivered,0
124,7722,Returning Customer,Mobile,Product Highlight,Present Offer Promotion,Female,Yangon,41.66,FALSE,8/6/2023 20:01,,FALSE,FALSE,FALSE,Delivered,0
125,7036,VIP,Mobile,Gender Highlight,Lucky Draw Promotion,Female,Yangon,10.88,TRUE,1/4/2023 18:07,1/4/2023 21:10,FALSE,FALSE,FALSE,Open,0
126,1485,New Customer,Desktop,Product Highlight,Present Offer Promotion,Female,Yangon,30.63,TRUE,1/30/2023 5:19,1/30/2023 21:32,FALSE,FALSE,FALSE,Open,0
127,7859,New Customer,Mobile,Product Specific Title,Present Offer Promotion,Male,Yangon,23.80,FALSE,7/31/2023 21:16,,FALSE,FALSE,FALSE,Delivered,0
128,864,New Customer,Mobile,Gender Highlight,Present Offer Promotion,Male,Sagaing,16.06,FALSE,5/24/2023 9:20,,FALSE,FALSE,FALSE,Delivered,0
129,2791,New Customer,Desktop,Gender Highlight,Present Offer Promotion,Female,Yangon,30.47,FALSE,6/16/2023 21:54,,FALSE,FALSE,FALSE,Delivered,0
130,7409,VIP,Mobile,Gender Highlight,Present Offer Promotion,Female,Sagaing,33.32,FALSE,9/17/2023 0:16,,FALSE,FALSE,FALSE,Delivered,0
131,8756,New Customer,Desktop,Gender Highlight,Lucky Draw Promotion,Male,Monywa,38.65,FALSE,8/6/2023 10:29,,FALSE,FALSE,FALSE,Delivered,0
132,5117,New Customer,Tablet,Gender Highlight,Present Offer Promotion,Female,Taungoo,29.66,FALSE,6/7/2023 19:42,,FALSE,FALSE,FALSE,Delivered,0
133,6020,VIP,Desktop,Product Specific Title,Limited Time Discount,Female,Mandalay,25.92,FALSE,3/10/2023 18:14,,FALSE,FALSE,FALSE,Delivered,0
134,1758,Returning Customer,Desktop,Gender Specific Title,Limited Time Discount,Male,Pegu,31.04,TRUE,5/10/2023 0:11,5/10/2023 21:01,FALSE,FALSE,FALSE,Open,0
135,7575,Returning Customer,Desktop,Gender Highlight,Present Offer Promotion,Male,Yangon,34.37,FALSE,6/9/2023 21:26,,FALSE,FALSE,FALSE,Delivered,0
136,6375,VIP,Desktop,Product Specific Title,Present Offer Promotion,Female,Monywa,25.91,TRUE,4/14/2023 14:48,4/14/2023 21:09,FALSE,FALSE,FALSE,Open,0
137,6893,New Customer,Mobile,Gender Specific Title,Present Offer Promotion,Female,Mandalay,27.14,FALSE,5/29/2023 13:32,,FALSE,FALSE,FALSE,Delivered,0
138,1679,Returning Customer,Mobile,Gender Highlight,Lucky Draw Promotion,Female,Mandalay,26.68,FALSE,3/19/2023 12:09,,FALSE,FALSE,FALSE,Delivered,0
139,3243,New Customer,Mobile,Gender Highlight,Present Offer Promotion,Female,Yangon,32.45,TRUE,4/29/2023 12:35,4/29/2023 21:49,FALSE,FALSE,FALSE,Open,0
140,4637,New Customer,Desktop,Gender Specific Title,Limited Time Discount,Female,Monywa,32.39,FALSE,3/30/2023 9:20,,FALSE,FALSE,FALSE,Delivered,0
141,1060,New Customer,Desktop,Gender Specific Title,Present Offer Promotion,Female,Mandalay,17.68,FALSE,1/10/2023 4:34,,FALSE,FALSE,FALSE,Delivered,0
142,6669,New Customer,Mobile,Gender Highlight,Present Offer Promotion,Male,Sagaing,41.54,FALSE,6/4/2023 17:58,,FALSE,FALSE,FALSE,Delivered,0
143,9915,VIP,Desktop,Gender Specific Title,Present Offer Promotion,Female,Yangon,23.22,FALSE,4/19/2023 4:46,,FALSE,FALSE,FALSE,Delivered,0
144,3158,VIP,Desktop,Product Specific Title,Limited Time Discount,Male,Yangon,47.40,FALSE,10/28/2023 7:55,,FALSE,FALSE,FALSE,Delivered,0
145,5916,VIP,Desktop,Product Specific Title,Present Offer Promotion,Female,Yangon,32.20,FALSE,3/11/2023 8:22,,FALSE,FALSE,FALSE,Delivered,0
146,9790,New Customer,Mobile,Gender Specific Title,Lucky Draw Promotion,Female,Yangon,12.40,TRUE,1/15/2023 20:34,1/15/2023 20:07,TRUE,FALSE,FALSE,Open,0
147,2694,VIP,Mobile,Product Specific Title,Limited Time Discount,Female,Pegu,15.47,FALSE,2/12/2023 2:23,,FALSE,FALSE,FALSE,Delivered,0
148,3628,Returning Customer,Mobile,Product Specific Title,Present Offer Promotion,Female,Mandalay,36.75,TRUE,8/12/2023 22:11,8/12/2023 20:42,FALSE,FALSE,FALSE,Open,0
149,9556,New Customer,Mobile,Gender Specific Title,Present Offer Promotion,Female,Monywa,15.06,FALSE,1/1/2023 15:45,,FALSE,FALSE,FALSE,Delivered,0
150,5451,Returning Customer,Mobile,Gender Highlight,Present Offer Promotion,Female,Mandalay,28.65,TRUE,7/21/2023 22:00,7/21/2023 22:28,TRUE,FALSE,FALSE,Open,0
151,1664,New Customer,Desktop,Product Specific Title,Present Offer Promotion,Female,Mandalay,37.61,FALSE,1/28/2023 4:12,,FALSE,FALSE,FALSE,Delivered,0
152,9722,New Customer,Mobile,Gender Specific Title,Limited Time Discount,Female,Yangon,27.19,FALSE,2/18/2023 9:35,,FALSE,FALSE,FALSE,Delivered,0
153,5593,VIP,Mobile,Gender Specific Title,Present Offer Promotion,Female,Monywa,28.24,FALSE,10/7/2023 12:35,,FALSE,FALSE,FALSE,Delivered,0
154,7393,Returning Customer,Desktop,Gender Specific Title,Lucky Draw Promotion,Female,Pegu,27.70,FALSE,7/16/2023 22:43,,FALSE,FALSE,FALSE,Delivered,0
155,1307,New Customer,Mobile,Product Specific Title,Present Offer Promotion,Female,Lashio,31.86,FALSE,9/16/2023 23:53,,FALSE,FALSE,FALSE,Delivered,0
156,6777,Returning Customer,Desktop,Gender Highlight,Lucky Draw Promotion,Female,Monywa,24.91,FALSE,5/7/2023 16:14,,FALSE,FALSE,FALSE,Spam,0
157,5865,VIP,Desktop,Product Specific Title,Present Offer Promotion,Female,Mandalay,23.73,FALSE,2/19/2023 10:24,,FALSE,FALSE,FALSE,Delivered,0
158,9475,Returning Customer,Desktop,Product Specific Title,Present Offer Promotion,Male,Mandalay,28.93,FALSE,9/16/2023 5:35,,FALSE,FALSE,FALSE,Delivered,0
159,7527,New Customer,Desktop,Gender Specific Title,Present Offer Promotion,Female,Yangon,38.55,TRUE,8/28/2023 1:00,8/28/2023 22:13,FALSE,FALSE,FALSE,Open,0
